Time_Index,QL_CO,NSW_CO,QL_GA,QL_BI,QL_DI,NSW_GA,NSW_BI,NSW_DI,VIC_CO,VIC_GA,VIC_BI,VIC_DI,SA_GA,SA_DI,SA_BI,TAS_GA,TAS_DI,TAS_BI,None
933,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
934,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
935,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
936,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
937,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
938,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
939,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
940,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
941,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
942,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
943,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
944,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
945,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
946,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
947,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
948,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
949,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
950,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
951,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
952,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
953,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
954,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
955,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
956,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
957,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
958,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
959,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
960,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
961,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
962,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
963,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
964,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
965,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
966,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
967,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
968,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
969,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
970,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
971,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
972,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
973,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
974,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
975,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
976,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
977,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
978,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
979,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
980,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
981,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
982,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
983,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
984,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
985,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
986,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
987,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
988,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
989,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
990,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
991,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
992,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
993,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
994,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
995,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
996,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
997,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
998,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
999,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1000,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1001,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1002,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1003,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1004,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1005,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1006,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1007,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1008,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1009,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1010,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1011,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1012,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1013,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1014,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1015,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1016,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1017,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1018,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1019,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1020,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1021,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1022,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1023,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1024,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1025,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1026,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1027,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1028,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1029,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1030,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1031,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1032,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1033,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1034,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1035,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1036,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1037,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1038,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1039,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1040,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1041,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1042,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1043,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1044,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1045,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1046,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1047,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1048,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1049,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1050,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1051,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1052,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1053,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1054,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1055,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1056,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1057,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1058,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1059,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1060,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1061,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1062,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1063,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1064,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1065,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1066,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1067,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1068,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1069,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1070,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1071,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1072,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1073,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1074,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1075,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1076,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1077,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1078,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1079,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1080,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1081,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1082,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1083,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1084,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1085,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1086,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1087,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1088,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1089,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1090,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1091,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1092,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1093,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1094,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1095,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1096,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1097,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1098,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1099,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1100,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1101,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1102,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1103,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1104,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1105,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1106,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1107,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
1108,2.3,2.8,10.51,0.66,51.0,11.24,0.66,51.0,0.8,10.43,0.66,51.0,10.86,51.0,0.66,11.83,51.0,0.66,0.0
