Resource,Zone,AnnualSum,Capacity,CapacityFactor
VIC_WV5_WIND,8,5.391775672949901e6,2000.0,0.3077497530222619
VIC_WV7_WIND,8,0.0,0.0,0.0
SA_WS1_WIND,9,3.138424300892218e6,1100.0,0.3256978311428282
SA_WS3_WIND,9,1.4687056735731483e7,4600.0,0.36447927178210815
SA_WS4_WIND,9,2.425214843848546e6,800.0,0.34606376196469796
TAS_WT1_WIND,10,529342.3565346701,168.0,0.35968577172665434
TAS_WT2_WIND,10,2.1532236393568125e6,596.9924529946829,0.4117334885586898
TAS_WT3_WIND,10,2.1101243420649706e6,544.708811517692,0.44222118151013595
CNQ_BATTERY,1,119654.31918603617,52.0,0.0
GG_BATTERY,2,524030.3962430993,238.9018086467309,0.0
SQ_BATTERY,3,447339.30913444265,200.0,0.0
NNSW_BATTERY,4,0.0,0.0,0.0
CNSW_BATTERY,5,0.0,0.0,0.0
SNW_BATTERY,6,1.8887969560744e6,1014.9507448734194,0.0
SNSW_BATTERY,7,642879.0910496552,310.32,0.0
VIC_BATTERY,8,1.1921548103413458e6,580.4,0.0
SA_BATTERY,9,1.057373060966933e6,512.43,0.0
TAS_BATTERY,10,0.0,0.0,0.0
CNQ_PH,1,0.0,0.0,0.0
GG_PH,2,0.0,0.0,0.0
SQ_PH,3,3.362455708282938e6,1303.1972867555367,0.0
NNSW_PH,4,2.18117408369795e6,847.8790158348636,0.0
CNSW_PH,5,4.5129125884583425e6,2000.0,0.0
SNW_PH,6,0.0,0.0,0.0
SNSW_PH,7,1.8771758237974185e6,720.9920870808402,0.0
VIC_PH,8,4.54344798084099e6,1763.8389394614917,0.0
SA_PH,9,2.2464566520737135e6,900.0,0.0
TAS_PH,10,0.0,0.0,0.0
CNQ_PH_NEW,1,0.0,0.0,0.0
SNSW_PH_SNOWY,7,0.0,0.0,0.0
TAS_PH_NEW,10,0.0,0.0,0.0
