Resource,Zone,AnnualSum,Capacity,CapacityFactor
VIC_SV6_SOLAR,8,4.457206006159755e6,2000.0,0.25440673551140236
SA_SS3_SOLAR,9,3.8901831539614154e6,4000.0,0.1110212087317759
SA_SS7_SOLAR,9,1.7212073420697274e6,700.0,0.28069265200093485
SA_SS5_SOLAR,9,5.9744639170647105e6,3000.0,0.2273388096295559
TAS_ST2_SOLAR,10,439703.12340280536,500.0,0.10038884095954492
CNQ_WQ1_WIND,1,4.258749634303709e6,1400.0,0.34725616718066876
CNQ_WQ2_WIND,1,1.4701774450521134e7,6000.0,0.2797141257709509
CNQ_WQ4_WIND,1,9.243075029998872e6,3800.0,0.2776698819394046
CNQ_WQ3_WIND,1,1.8277310904952522e7,7771.357065190422,0.2684796231912648
GG_WQ6_WIND,2,9.783940065304203e6,3500.0,0.3191108958024864
SQ_WQ8_WIND,3,1.8849053433681197e7,8000.0,0.26896480356280333
NNSW_WN2_WIND,4,1.6234478600341104e7,7400.0,0.25043932186136547
CNSW_WN3_WIND,5,1.7509446602597542e7,8000.0,0.2498494092836415
SNW_WN9_WIND,6,3.1589441309826206e6,1600.0,0.2253812878840347
SNSW_WACT_WIND,7,8.336061337159581e6,3000.0,0.31720172515828027
VIC_WV3_WIND,8,1.1123939898925887e7,4300.0,0.2953153843826569
VIC_WV4_WIND,8,9.597969089914123e6,3400.0,0.3222525211494142
VIC_WV7_WIND,8,7.380434710121815e6,2000.0,0.42125768893389487
VIC_WV5_WIND,8,0.0,0.0,0.0
SA_WS1_WIND,9,2.6971472930917726e6,1100.0,0.2799032060078644
SA_WS3_WIND,9,1.361821514396e7,4600.0,0.33795451518662006
SA_WS4_WIND,9,2.285411058385514e6,800.0,0.3261145916646006
TAS_WT1_WIND,10,1.9962035667939326e6,600.0,0.3797951991617083
TAS_WT2_WIND,10,2.431579445020369e6,800.0,0.34697195277117243
TAS_WT3_WIND,10,9.419342359053377e6,2300.0,0.4675075619939153
CNQ_BATTERY,1,155880.17041203086,52.0,0.0
GG_BATTERY,2,1.0763981820513424e6,362.7380225834905,0.0
SQ_BATTERY,3,583990.4884252459,200.0,0.0
NNSW_BATTERY,4,4.204140884498714e6,1558.097261295194,0.0
CNSW_BATTERY,5,0.0,0.0,0.0
SNW_BATTERY,6,4.669728457751806e6,1720.5004187281406,0.0
SNSW_BATTERY,7,827596.4089068222,310.32,0.0
VIC_BATTERY,8,1.5549292612071342e6,580.4,0.0
SA_BATTERY,9,1.4055990584724504e6,512.43,0.0
TAS_BATTERY,10,0.0,0.0,0.0
CNQ_PH,1,2.6480146048002327e6,874.7507537113261,0.0
GG_PH,2,0.0,0.0,0.0
SQ_PH,3,6.272090648227178e6,2000.0,0.0
NNSW_PH,4,6.81556766763545e6,2250.0,0.0
CNSW_PH,5,5.455871020818529e6,2000.0,0.0
SNW_PH,6,0.0,0.0,0.0
SNSW_PH,7,2.14133809224289e6,720.9920870808402,0.0
VIC_PH,8,5.1663121774857445e6,1763.8389394614917,0.0
SA_PH,9,2.7580411939869374e6,900.0,0.0
TAS_PH,10,0.0,0.0,0.0
CNQ_PH_NEW,1,740232.4268077107,250.0,0.0
SNSW_PH_SNOWY,7,6.354815403648062e6,2040.0,0.0
TAS_PH_NEW,10,7.571836415810093e6,2750.0,0.0
